,name,github_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,category,projectrank_placing,updated_github_id,trending
138,controllable-ncas,shyamsn97/controllable-ncas,https://github.com/shyamsn97/controllable-ncas,https://github.com/shyamsn97/controllable-ncas,MIT,2022-02-08 22:17:11,2022-05-31 03:57:53,2022-05-31 03:57:46,30,,4.0,3.0,1.0,1.0,,56,,,,,,Code for Goal-Guided Neural Cellular Automata: Learning to Control Self-Organising Systems.,,,,8,False,others,3.0,,
139,automated-interpretability,openai/automated-interpretability,https://github.com/openai/automated-interpretability,https://github.com/openai/automated-interpretability,,2023-05-08 21:24:11,2024-03-06 18:40:46,2024-03-06 18:40:46,27,,117.0,17.0,19.0,9.0,11.0,1080,,,,,,,,,9.0,7,False,others,3.0,,
140,eai-vc,facebookresearch/eai-vc,https://github.com/facebookresearch/eai-vc,https://github.com/facebookresearch/eai-vc,,2023-03-21 17:23:57,2024-05-01 05:50:12,2023-07-19 23:45:59,17,,47.0,19.0,8.0,11.0,10.0,504,,,,,,The repository for the largest and most comprehensive empirical study of visual foundation models for Embodied AI (EAI).,,,6.0,7,False,others,3.0,,
141,ai-car-simulation,NeuralNine/ai-car-simulation,https://github.com/NeuralNine/ai-car-simulation,https://github.com/NeuralNine/ai-car-simulation,,2021-02-02 19:33:04,2024-06-03 20:39:10,2021-02-18 10:37:38,4,,159.0,2.0,3.0,8.0,3.0,296,,,,,,"A simple self-driving AI car game, which uses NEAT.",,,,7,False,others,3.0,,
142,fractal,Sohl-Dickstein/fractal,https://github.com/Sohl-Dickstein/fractal,https://github.com/Sohl-Dickstein/fractal,MIT,2024-02-09 04:25:12,2024-02-12 17:45:05,2024-02-12 17:45:05,18,,26.0,2.0,,1.0,1.0,225,,,,,,The boundary of neural network trainability is fractal.,,,,7,False,others,3.0,,
143,ELM,OpenDriveLab/ELM,https://github.com/OpenDriveLab/ELM,https://github.com/OpenDriveLab/ELM,,2024-02-22 21:50:05,2025-07-02 05:28:18,2025-07-02 05:28:18,56,,14.0,8.0,1.0,3.0,20.0,210,,,,,,[ECCV 2024] Embodied Understanding of Driving Scenarios.,,,6.0,7,False,others,3.0,,
144,cellularAutomata,bollu/cellularAutomata,https://github.com/bollu/cellularAutomata,https://github.com/bollu/cellularAutomata,BSD-3-Clause,2016-02-11 14:06:20,2019-05-28 10:41:53,2019-05-28 10:41:52,43,,12.0,10.0,1.0,1.0,1.0,189,,,,,,a collection of cellular automata written in Haskell with Diagrams.,,,2.0,7,False,others,3.0,,
145,evoagent,siyuyuan/evoagent,https://github.com/siyuyuan/evoagent,https://github.com/siyuyuan/evoagent,,2024-05-15 07:06:18,2024-10-19 02:26:58,2024-10-19 02:26:28,30,,16.0,4.0,,,5.0,165,,,,,,Resources for our paper: EvoAgent: Towards Automatic Multi-Agent Generation via Evolutionary Algorithms.,,,,7,False,others,3.0,,
146,evogym-design-tool,EvolutionGym/evogym-design-tool,https://github.com/EvolutionGym/evogym-design-tool,https://github.com/EvolutionGym/evogym-design-tool,MIT,2021-09-09 03:04:08,2023-06-02 23:19:40,2022-01-30 19:07:24,26,,13.0,9.0,2.0,4.0,2.0,106,,,,,,Design tool for creating Evolution Gym environments.,,,3.0,7,False,others,3.0,,
147,Pruner-Zero,pprp/Pruner-Zero,https://github.com/pprp/Pruner-Zero,https://github.com/pprp/Pruner-Zero,MIT,2024-05-28 08:47:09,2024-11-25 09:45:43,2024-11-25 09:45:43,11,,11.0,4.0,,3.0,6.0,100,,,,,,[ICML24] Pruner-Zero: Evolving Symbolic Pruning Metric from scratch for LLMs.,,,,7,False,others,3.0,,
148,how-to-autorl,facebookresearch/how-to-autorl,https://github.com/facebookresearch/how-to-autorl,https://github.com/facebookresearch/how-to-autorl,Apache-2.0,2023-02-07 10:21:08,2023-11-27 09:24:01,2023-09-14 19:49:04,14,,16.0,,19.0,4.0,,88,,,,,,Plug-and-play hydra sweepers for the EA-based multifidelity method DEHB and several population-based training..,,,4.0,7,False,others,3.0,,
149,qbso-fs,amineremache/qbso-fs,https://github.com/amineremache/qbso-fs,https://github.com/amineremache/qbso-fs,MIT,2018-11-07 20:35:45,2020-03-30 09:47:03,2020-03-30 09:46:50,58,,17.0,3.0,,1.0,2.0,59,,,,,,Python implementation of QBSO-FS : a Reinforcement Learning based Bee Swarm Optimization metaheuristic for Feature..,,,,7,False,others,3.0,,
150,evolvingrl,jcoreyes/evolvingrl,https://github.com/jcoreyes/evolvingrl,https://github.com/jcoreyes/evolvingrl,MIT,2021-03-15 19:14:28,2021-03-15 19:20:02,2021-03-15 19:20:02,5,,7.0,4.0,,1.0,,47,,,,,,Supplementary Data for Evolving Reinforcement Learning Algorithms.,,,,7,False,others,3.0,,
151,neuroevobench,neuroevobench/neuroevobench,https://github.com/neuroevobench/neuroevobench,https://github.com/neuroevobench/neuroevobench,Apache-2.0,2022-03-02 18:07:45,2023-11-05 00:43:18,2023-11-05 00:43:14,70,,1.0,3.0,,,,43,2023-06-12 14:37:12,.0.0.1,,,1.0,Neuroevolution Benchmark in JAX.,2.0,2.0,,7,False,others,3.0,,
152,project-origin,kourgeorge/project-origin,https://github.com/kourgeorge/project-origin,https://github.com/kourgeorge/project-origin,BSD-2-Clause,2018-07-19 17:30:04,2022-10-10 09:18:11,2021-11-04 09:12:36,201,,3.0,5.0,1.0,4.0,2.0,35,,,,,1.0,An Artificial Life simulator for Investigating Noogenesis.,,,2.0,7,False,others,3.0,,
153,Data_Driven_Symbolic_Regression,sayin/Data_Driven_Symbolic_Regression,https://github.com/sayin/Data_Driven_Symbolic_Regression,https://github.com/sayin/Data_Driven_Symbolic_Regression,GPL-3.0,2019-12-12 16:48:58,2021-02-10 17:45:09,2021-02-10 17:45:08,52,,14.0,3.0,,2.0,,35,,,,,,Interpretable machine learning (symbolic regression) using Genetic programming/Gene expression programming and Sparse..,,,,7,False,others,3.0,,
154,innovation-engine,Evolving-AI-Lab/innovation-engine,https://github.com/Evolving-AI-Lab/innovation-engine,https://github.com/Evolving-AI-Lab/innovation-engine,MIT,2015-09-16 05:27:02,2017-07-30 06:44:20,2017-07-30 06:44:19,15,,8.0,5.0,,1.0,,31,,,,,,Code base for Innovation Engines GECCO 2015 paper.,,,,7,False,others,3.0,,
155,PAPA,SamsungSAILMontreal/PAPA,https://github.com/SamsungSAILMontreal/PAPA,https://github.com/SamsungSAILMontreal/PAPA,MIT,2023-04-06 13:47:22,2024-04-11 16:57:48,2024-04-11 16:57:48,17,,5.0,3.0,,,,30,,,,,,Repository for the PopulAtion Parameter Averaging (PAPA) paper.,,,,7,False,others,3.0,,
156,lwm,princeton-nlp/lwm,https://github.com/princeton-nlp/lwm,https://github.com/princeton-nlp/lwm,GPL-3.0,2024-01-17 21:48:17,2024-02-10 02:53:57,2024-02-10 02:53:57,27,,4.0,7.0,1.0,4.0,,25,,,,,,We develop world models that can be adapted with natural language. Intergrating these models into artificial agents..,,,7.0,7,False,others,3.0,,
157,poprank,poprl/poprank,https://github.com/poprl/poprank,https://github.com/poprl/poprank,MIT,2023-03-24 17:22:12,2026-05-05 03:15:09,2026-05-05 03:15:09,206,4.0,2.0,2.0,17.0,1.0,,7,,,,,1.0,PopRank is a library implementing the most common ranking and rating methods.,,,4.0,7,False,others,3.0,,
158,brainmagick,facebookresearch/brainmagick,https://github.com/facebookresearch/brainmagick,https://github.com/facebookresearch/brainmagick,,2023-06-19 13:27:30,2024-03-12 17:49:40,2024-03-12 17:49:40,6,,73.0,3.0,3.0,,4.0,474,,,,,,Training and evaluation pipeline for MEG and EEG brain signal encoding and decoding using deep learning. Code for our..,,,2.0,6,False,others,3.0,,
159,Evolutionary-Reinforcement-Learning,ShawK91/Evolutionary-Reinforcement-Learning,https://github.com/ShawK91/Evolutionary-Reinforcement-Learning,https://github.com/ShawK91/Evolutionary-Reinforcement-Learning,,2018-10-19 23:38:05,2020-09-13 22:26:13,2020-09-13 22:25:50,14,,60.0,4.0,,4.0,1.0,251,,,,,,Codebase for Evolutionary Reinforcement Learning (ERL) from the paper Evolution-Guided Policy Gradients in..,,,3.0,6,False,others,3.0,,
160,ReConcile,dinobby/ReConcile,https://github.com/dinobby/ReConcile,https://github.com/dinobby/ReConcile,MIT,2023-09-24 22:21:37,2023-10-03 15:09:54,2023-09-26 03:15:36,5,,15.0,3.0,2.0,3.0,1.0,204,,,,,,,,,,6,False,others,3.0,,
161,Python_Benchmark_Test_Optimization_Function_Single_Objective,AxelThevenot/Python_Benchmark_Test_Optimization_Function_Single_Objective,https://github.com/AxelThevenot/Python_Benchmark_Test_Optimization_Function_Single_Objective,https://github.com/AxelThevenot/Python_Benchmark_Test_Optimization_Function_Single_Objective,MIT,2020-12-31 14:10:42,2023-01-20 21:30:19,2023-01-20 21:30:19,16,,30.0,1.0,2.0,10.0,,87,,,,,,,,,3.0,6,False,others,3.0,,
162,poppy,instadeepai/poppy,https://github.com/instadeepai/poppy,https://github.com/instadeepai/poppy,Apache-2.0,2022-09-29 11:55:46,2024-02-12 18:36:36,2024-02-12 17:42:13,1,,15.0,7.0,,,,87,,,,,,Population-Based Reinforcement Learning for Combinatorial Optimization.,,,,6,False,others,3.0,,
163,EC-A-Modern-Perspective,Evolutionary-Intelligence/EC-A-Modern-Perspective,https://github.com/Evolutionary-Intelligence/EvolutionaryComputation-A-Modern-Perspective-ECAMP,https://github.com/Evolutionary-Intelligence/EvolutionaryComputation-A-Modern-Perspective-ECAMP,CC0-1.0,2023-07-11 13:19:41,2026-03-19 11:44:30,2026-03-19 11:44:30,927,1.0,13.0,5.0,13.0,,2.0,60,,,,,,"Evolutionary Computation: A Modern Perspective |...| This is an online book, which is free-access and actively-updated..",,,7.0,6,False,others,3.0,Evolutionary-Intelligence/EvolutionaryComputation-A-Modern-Perspective-ECAMP,
164,population-based-training,angusfung/population-based-training,https://github.com/angusfung/population-based-training,https://github.com/angusfung/population-based-training,,2018-03-20 02:34:02,2018-09-21 01:09:20,2018-09-21 01:09:19,83,,8.0,,,2.0,,55,,,,,,Reproducing results from DeepMinds paper on Population Based Training of Neural Networks.,,,,6,False,others,3.0,,
165,model-evolution,duguodong7/model-evolution,https://github.com/duguodong7/model-evolution,https://github.com/duguodong7/model-evolution,Apache-2.0,2024-06-04 03:20:41,2024-09-19 12:34:15,2024-09-19 12:34:15,9,,,,,,,40,,,,,,[ACL 2024] Knowledge Fusion by Evolving Weights of Language Models.,,,,6,False,others,3.0,,
166,agenthive,facebookresearch/agenthive,https://github.com/facebookresearch/agenthive,https://github.com/facebookresearch/agenthive,,2022-12-20 10:00:42,2024-01-12 08:24:27,2023-11-24 22:26:48,197,,5.0,2.0,13.0,9.0,4.0,35,,,,,,AgentHive provides the primitives and helpers for a seamless usage of robohive within TorchRL.,,,7.0,6,False,others,3.0,,
167,Leniabreeder,maxencefaldor/Leniabreeder,https://github.com/maxencefaldor/Leniabreeder,https://github.com/maxencefaldor/Leniabreeder,MIT,2024-05-31 08:55:32,2025-04-02 04:48:39,2025-04-02 04:48:39,14,,4.0,1.0,,,,28,,,,,,Repository for Toward Artificial Open-Ended Evolution within Lenia using Quality-Diversity (ALIFE 2024).,,,,6,False,others,3.0,,
168,QDAC,adaptive-intelligent-robotics/QDAC,https://github.com/adaptive-intelligent-robotics/QDAC,https://github.com/adaptive-intelligent-robotics/QDAC,MIT,2024-05-21 04:50:10,2024-06-16 13:10:39,2024-06-16 13:10:32,3,,3.0,2.0,,,,23,,,,,,Repository for Quality-Diversity Actor-Critic: Learning High-Performing and Diverse Behaviors via Value and Successor..,,,,6,False,others,3.0,,
169,EvoSOPS,DaymudeLab/EvoSOPS,https://github.com/DaymudeLab/EvoSOPS,https://github.com/DaymudeLab/EvoSOPS,MIT,2022-10-22 02:45:49,2025-11-15 02:01:41,2024-06-05 11:36:16,52,,,3.0,9.0,2.0,5.0,8,,,,,,A genetic algorithm for discovering diverse and high performing distributed algorithms for collective behavior in..,,,,6,False,others,3.0,,
170,DenseFusion,baaivision/DenseFusion,https://github.com/baaivision/DenseFusion,https://github.com/baaivision/DenseFusion,,2024-07-05 04:12:23,2024-12-06 02:37:46,2024-12-06 02:37:46,9,,1.0,4.0,,4.0,4.0,159,,,,,,DenseFusion-1M: Merging Vision Experts for Comprehensive Multimodal Perception.,,,3.0,5,False,others,3.0,,
171,HebbianMetaLearning,enajx/HebbianMetaLearning,https://github.com/enajx/HebbianMetaLearning,https://github.com/enajx/HebbianMetaLearning,,2020-06-13 10:00:21,2021-07-28 17:53:31,2021-07-28 17:53:31,19,,26.0,1.0,,,7.0,146,,,,,,Meta-Learning through Hebbian Plasticity in Random Networks: https://arxiv.org/abs/2007.02686.,,,,5,False,others,3.0,,
172,Evocraft-py,real-itu/Evocraft-py,https://github.com/real-itu/Evocraft-py,https://github.com/real-itu/Evocraft-py,,2020-12-04 12:33:37,2022-07-08 09:02:56,2022-07-08 09:02:56,17,,15.0,7.0,2.0,2.0,4.0,126,,,,,,A Python interface for Minecraft built on gRPC.,,,4.0,5,False,others,3.0,,
173,intelligent-go-explore,conglu1997/intelligent-go-explore,https://github.com/conglu1997/intelligent-go-explore,https://github.com/conglu1997/intelligent-go-explore,MIT,2024-05-27 09:25:20,2026-04-16 13:32:40,2026-04-16 13:31:41,9,2.0,5.0,4.0,1.0,2.0,1.0,69,,,,,,Intelligent Go-Explore: Standing on the Shoulders of Giant Foundation Models.,,,2.0,5,False,others,3.0,,
174,PHUDGE,deshwalmahesh/PHUDGE,https://github.com/deshwalmahesh/PHUDGE,https://github.com/deshwalmahesh/PHUDGE,,2024-05-11 08:23:56,2024-07-10 19:26:39,2024-07-10 19:26:39,30,,7.0,1.0,,1.0,,52,,,,,,"Official repo for the paper PHUDGE: Phi-3 as Scalable Judge. Evaluate your LLMs with or without custom rubric,..",,,,5,False,others,3.0,,
175,MAZero,liuqh16/MAZero,https://github.com/liuqh16/MAZero,https://github.com/liuqh16/MAZero,GPL-3.0,2024-03-15 04:39:04,2024-05-08 21:14:53,2024-05-08 21:14:21,2,,3.0,3.0,,3.0,,45,,,,,,"Open-source codebase for MAZero, from Efficient Multi-agent Reinforcement Learning by Planning at ICLR 2024.",,,,5,False,others,3.0,,
176,curiousreplay,AutonomousAgentsLab/curiousreplay,https://github.com/AutonomousAgentsLab/curiousreplay,https://github.com/AutonomousAgentsLab/curiousreplay,MIT,2023-05-04 23:08:34,2023-07-05 15:06:05,2023-07-05 15:06:05,7,,2.0,5.0,,,1.0,43,,,,,,Implementations of Curious Replay for model-based adaptation.,,,,5,False,others,3.0,,
177,esac,karush17/esac,https://github.com/karush17/esac,https://github.com/karush17/esac,MIT,2020-03-19 04:50:48,2024-07-25 10:59:00,2023-10-20 17:07:14,1,,5.0,10.0,2.0,1.0,6.0,42,2020-06-29 03:04:28,1,10.0,0.0,1.0,Evolution-based Soft Actor-Critic (ESAC).,,,,5,False,others,3.0,,
178,choreographer,mazpie/choreographer,https://github.com/mazpie/choreographer,https://github.com/mazpie/choreographer,MIT,2023-02-22 00:15:22,2024-06-18 13:42:28,2024-06-18 13:42:28,2,,5.0,1.0,,1.0,,42,,,,,,[ICLR 2023] Choreographer: a world-model-based agent that discovers and learns unsupervised skills in latent..,,,,5,False,others,3.0,,
179,mastering-urlb,mazpie/mastering-urlb,https://github.com/mazpie/mastering-urlb,https://github.com/mazpie/mastering-urlb,MIT,2023-07-11 08:58:00,2024-02-27 22:29:49,2024-02-27 22:29:49,6,,4.0,1.0,1.0,,3.0,41,,,,,,"[ICML 2023] Pre-train world model-based agents with different unsupervised strategies, fine-tune the agents components..",,,2.0,5,False,others,3.0,,
180,Primordia,Chakazul/Primordia,https://github.com/Chakazul/Primordia,https://github.com/Chakazul/Primordia,,2018-11-29 02:24:50,2018-12-27 10:00:32,2018-12-27 10:00:31,5,,6.0,,,,,40,,,,,,Conways Game of Life with multiple states. A precursor of Lenia.,,,,5,False,others,3.0,,
181,emergent_communication_at_scale,google-deepmind/emergent_communication_at_scale,https://github.com/google-deepmind/emergent_communication_at_scale,https://github.com/google-deepmind/emergent_communication_at_scale,Apache-2.0,2022-03-14 10:48:31,2024-07-30 21:41:17,2022-03-28 08:06:25,3,,7.0,3.0,1.0,3.0,1.0,39,,,,,,,,,,5,False,others,3.0,,
182,groove,EmptyJackson/groove,https://github.com/EmptyJackson/groove,https://github.com/EmptyJackson/groove,Apache-2.0,2023-10-04 12:03:10,2024-06-28 10:30:00,2024-06-28 10:29:58,20,,7.0,3.0,1.0,,1.0,36,,,,,,Official implementation of the NeurIPS 2023 paper Discovering General Reinforcement Learning Algorithms with..,,,2.0,5,False,others,3.0,,
183,CMA-ES_with_Margin,EvoConJP/CMA-ES_with_Margin,https://github.com/EvoConJP/CMA-ES_with_Margin,https://github.com/EvoConJP/CMA-ES_with_Margin,MIT,2022-04-21 05:05:13,2024-03-20 05:43:12,2023-06-09 18:17:56,17,,1.0,3.0,1.0,,,33,,,,,,(GECCO 2022) CMA-ES with Margin: Lower-Bounding Marginal Probability for Mixed-Integer Black-Box Optimization.,,,2.0,5,False,others,3.0,,
184,james,hdbeukel/james,https://github.com/hdbeukel/james,https://github.com/hdbeukel/james,,2014-01-20 14:34:15,2022-07-07 19:32:12,2016-08-16 09:29:57,865,,5.0,10.0,1.0,1.0,1.0,30,2016-08-16 08:11:29,1.2,132.0,0.0,5.0,A JAva MEtaheuristics Search framework.,,,2.0,5,False,others,3.0,,
185,MacGyver,allenai/MacGyver,https://github.com/allenai/MacGyver,https://github.com/allenai/MacGyver,Apache-2.0,2024-03-13 23:24:10,2024-03-26 21:16:22,2024-03-26 21:16:19,14,,7.0,2.0,,1.0,,30,,,,,,Code and Data for the NAACL 24 paper: MacGyver: Are Large Language Models Creative Problem Solvers?.,,,2.0,5,False,others,3.0,,
186,dpop7,Evolutionary-Intelligence/dpop7,https://github.com/Evolutionary-Intelligence/dpop7,https://github.com/Evolutionary-Intelligence/dpop7,GPL-3.0,2023-08-03 00:21:03,2024-02-23 12:50:28,2024-02-23 12:50:28,206,,,1.0,,,,18,,,,,,A ray-based library of Distributed POPulation-based OPtimization for Large-Scale Black-Box Optimization.,,,,5,False,others,3.0,,
187,PCGNN,Michael-Beukman/PCGNN,https://github.com/Michael-Beukman/PCGNN,https://github.com/Michael-Beukman/PCGNN,MIT,2021-10-17 06:44:28,2022-10-04 11:25:15,2022-10-04 11:25:15,43,,1.0,1.0,,,,16,,,,,,Combining NEAT and novelty search to quickly generate diverse video game levels (GECCO 2022)...,,,,5,False,others,3.0,,
188,Biological-Evolution,Evolutionary-Intelligence/Biological-Evolution,https://github.com/Evolutionary-Intelligence/Biological-Evolution,https://github.com/Evolutionary-Intelligence/Biological-Evolution,CC0-1.0,2024-02-20 09:18:10,2024-10-24 11:08:24,2024-10-24 11:08:24,165,,1.0,2.0,,,,4,,,,,,Just for Fun on Evolution...,,,,5,False,others,3.0,,
189,ENVISIONS,xufangzhi/ENVISIONS,https://github.com/xufangzhi/ENVISIONS,https://github.com/xufangzhi/ENVISIONS,,2024-04-28 06:05:22,2025-06-01 15:55:05,2025-06-01 15:54:52,61,,4.0,1.0,1.0,,5.0,116,,,,,,[ACL 2025] A Neural-Symbolic Self-Training Framework.,,,2.0,4,False,others,3.0,,
190,generative-ui-playbook,gordonbrander/generative-ui-playbook,https://github.com/gordonbrander/generative-ui-playbook,https://github.com/gordonbrander/generative-ui-playbook,CC-BY-4.0,2024-04-24 14:09:23,2024-05-21 14:54:44,2024-05-21 14:54:43,32,,2.0,6.0,1.0,,,78,,,,,,,,,2.0,4,False,others,3.0,,
191,awesome-genetic-programming,hengzhe-zhang/awesome-genetic-programming,https://github.com/hengzhe-zhang/awesome-genetic-programming,https://github.com/hengzhe-zhang/awesome-genetic-programming,,2022-05-24 11:03:08,2024-12-12 01:06:17,2024-12-12 01:06:14,13,,6.0,2.0,,,4.0,64,,,,,,A curated list of resources for genetic programming.,,,,4,False,others,3.0,,
192,HarmonyDream,thuml/HarmonyDream,https://github.com/thuml/HarmonyDream,https://github.com/thuml/HarmonyDream,MIT,2024-06-04 02:45:20,2024-06-27 05:30:00,2024-06-27 05:30:00,5,,1.0,5.0,,,1.0,54,,,,,,"Code release for HarmonyDream: Task Harmonization Inside World Models (ICML 2024), https://arxiv.org/abs/2310.00344.",,,2.0,4,False,others,3.0,,
193,ControllingBehavioralDiversity,proroklab/ControllingBehavioralDiversity,https://github.com/proroklab/ControllingBehavioralDiversity,https://github.com/proroklab/ControllingBehavioralDiversity,,2023-06-22 09:26:17,2024-12-21 17:32:53,2024-12-21 17:32:53,6,,6.0,3.0,1.0,1.0,2.0,31,,,,,,"This repository contains the code for Diversity Control (DiCo), a novel method to constrain behavioral diversity in..",,,,4,False,others,3.0,,
194,synthpop,joelnmdyer/synthpop,https://github.com/joelnmdyer/synthpop,https://github.com/joelnmdyer/synthpop,MIT,2023-08-08 10:37:50,2025-01-16 13:09:24,2024-02-07 10:33:36,37,,1.0,1.0,1.0,1.0,1.0,9,2024-02-07 10:16:13,1.0.0,,,1.0,Populating agent-based models with agents who give rise to dynamics and scenarios of interest.,,,2.0,4,False,others,3.0,,
195,ES,enajx/ES,https://github.com/enajx/ES,https://github.com/enajx/ES,,2020-09-18 15:07:32,2021-01-10 16:04:41,2021-01-10 16:04:36,21,,3.0,1.0,,,,7,,,,,,Evolution Strategy (ES) implementation of https://arxiv.org/abs/1703.03864.,,,,4,False,others,3.0,,
196,Genetic_Algorithm,AxelThevenot/Genetic_Algorithm,https://github.com/AxelThevenot/Genetic_Algorithm,https://github.com/AxelThevenot/Genetic_Algorithm,MIT,2019-03-06 18:01:09,2019-03-20 15:26:34,2019-03-20 15:26:33,32,,1.0,1.0,,,,5,,,,,,,,,,4,False,others,3.0,,
197,ai-car-preference-learning,llama887/ai-car-preference-learning,https://github.com/llama887/ai-car-preference-learning,https://github.com/llama887/ai-car-preference-learning,,2024-05-20 19:02:16,2025-09-23 01:18:27,2025-09-23 01:17:57,458,,,1.0,5.0,,,5,,,,,,"A simple self-driving AI car game, which uses NEAT augmented for preference learning research.",,,4.0,4,False,others,3.0,,
198,alife_social,ALife-Newsletter/alife_social,https://github.com/ALife-Newsletter/alife_social,https://github.com/ALife-Newsletter/alife_social,,2024-06-10 00:59:38,2024-10-11 06:21:37,2024-10-11 06:21:36,68,,4.0,2.0,5.0,1.0,,4,,,,,,Places where to find fellow alifers.,,,9.0,4,False,others,3.0,,
199,bgpbt,xingchenwan/bgpbt,https://github.com/xingchenwan/bgpbt,https://github.com/xingchenwan/bgpbt,,2022-06-22 00:24:34,2022-09-16 10:31:57,2022-09-16 10:30:58,13,,5.0,1.0,,1.0,,30,,,,,,[AutoML22] Bayesian Generational Population-based Training (BG-PBT).,,,2.0,3,False,others,3.0,,
200,Evolved-Model-Agnostic-Loss,Decadz/Evolved-Model-Agnostic-Loss,https://github.com/Decadz/Evolved-Model-Agnostic-Loss,https://github.com/Decadz/Evolved-Model-Agnostic-Loss,MIT,2022-07-19 03:31:48,2024-08-05 02:38:05,2024-08-05 02:38:05,18,,,1.0,,,1.0,16,,,,,,[TPAMI 2023] Learning Symbolic Model-Agnostic Loss Functions via Meta-Learning. Paper Link:..,,,,3,False,others,3.0,,
201,aevo,atomisticnet/aevo,https://github.com/atomisticnet/aevo,https://github.com/atomisticnet/aevo,MPL-2.0,2020-05-30 01:56:32,2020-05-30 23:27:17,2020-05-30 23:27:09,17,,2.0,2.0,1.0,,,8,,,,,,Atomistic Evolution.,,,2.0,3,False,others,3.0,,
202,cmoea,Evolving-AI-Lab/cmoea,https://github.com/Evolving-AI-Lab/cmoea,https://github.com/Evolving-AI-Lab/cmoea,MIT,2018-07-10 01:58:03,2018-07-11 02:18:54,2018-07-11 02:18:54,7,,,2.0,,,,7,,,,,,The source code of the CMOEA module.,,,2.0,3,False,others,3.0,,
203,Bio-ANN,NeurAI-Lab/Bio-ANN,https://github.com/NeurAI-Lab/Bio-ANN,https://github.com/NeurAI-Lab/Bio-ANN,MIT,2023-04-13 14:39:52,2023-10-11 14:06:17,2023-10-11 14:06:17,6,,,1.0,,,,7,,,,,,The official repository for TMLR paper A Study of Biologically Plausible Neural Network: The Role and Interactions of..,,,2.0,3,False,others,3.0,,
204,hebo_on_bbob,dimitri-rusin/hebo_on_bbob,https://github.com/dimitri-rusin/hebo_on_bbob,https://github.com/dimitri-rusin/hebo_on_bbob,,2023-11-16 14:54:04,2023-11-20 15:39:40,2023-11-15 15:54:46,179,,,1.0,,,,6,,,,,,,,,19.0,3,False,others,3.0,,
205,Evaluate-n-Model-Social-Intelligence,bigai-ai/Evaluate-n-Model-Social-Intelligence,https://github.com/bigai-ai/Evaluate-n-Model-Social-Intelligence,https://github.com/bigai-ai/Evaluate-n-Model-Social-Intelligence,MIT,2024-05-20 07:44:54,2024-05-20 08:02:35,2024-05-20 07:48:05,1,,2.0,7.0,,,,5,,,,,,,,,,3,False,others,3.0,,
206,HyperNCA,enajx/HyperNCA,https://github.com/enajx/HyperNCA,https://github.com/enajx/HyperNCA,,2022-02-24 17:51:39,2022-04-27 16:43:41,2022-04-27 16:43:41,10,,2.0,1.0,,,,41,,,,,,,,,,2,False,others,3.0,,
207,lux-open,hanmochen/lux-open,https://github.com/hanmochen/lux-open,https://github.com/hanmochen/lux-open,,2022-10-31 07:52:37,2023-01-09 13:22:13,2023-01-09 13:21:48,2,,6.0,1.0,,,,27,,,,,,Emergent collective intelligence from massive-agent cooperation and competition.,,,2.0,2,False,others,3.0,,
208,KAN-EA,hhyqhh/KAN-EA,https://github.com/hhyqhh/KAN-EA,https://github.com/hhyqhh/KAN-EA,,2024-05-24 14:42:40,2024-05-28 02:51:06,2024-05-28 02:26:01,6,,7.0,1.0,,,,20,,,,,,,,,,2,False,others,3.0,,
209,spotlight_hardware_designs,facebookresearch/spotlight_hardware_designs,https://github.com/facebookresearch/spotlight_hardware_designs,https://github.com/facebookresearch/spotlight_hardware_designs,CC-BY-4.0,2022-09-14 19:51:12,2023-03-23 22:04:39,2023-03-23 22:04:39,2,,1.0,9.0,2.0,,,16,,,,,,Partial set of hardware designs for a Meta-developed brain computer interface (BCI) research prototype system..,,,2.0,2,False,others,3.0,,
210,moe-routing,ilyalasy/moe-routing,https://github.com/ilyalasy/moe-routing,https://github.com/ilyalasy/moe-routing,,2024-02-27 13:00:01,2024-03-22 12:13:25,2024-03-22 12:13:23,31,,,1.0,,,,10,,,,,,Analysis of token routing for different implementations of Mixture of Experts.,,,2.0,2,False,others,3.0,,
211,MetaMetaLearning,ThomasMiconi/MetaMetaLearning,https://github.com/ThomasMiconi/MetaMetaLearning,https://github.com/ThomasMiconi/MetaMetaLearning,,2022-02-09 02:20:56,2022-09-01 22:52:19,2022-09-01 22:52:19,11,,2.0,1.0,,,,8,,,,,,Evolve plastic networks to be able to automatically acquire novel cognitive (meta-learning) tasks.,,,,2,False,others,3.0,,
212,BPT-VLM,ECNU-ICALK/BPT-VLM,https://github.com/ECNU-ICALK/BPT-VLM,https://github.com/ECNU-ICALK/BPT-VLM,,2023-04-26 11:08:01,2023-09-18 12:26:58,2023-09-18 12:26:58,2,,3.0,1.0,1.0,1.0,1.0,18,,,,,,[IJCAI 2023] Black-box Prompt Tuning for Vision-Language Model as a Service.,,,,1,False,others,3.0,,
