,name,github_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,category,projectrank_placing,trending
139,cellularAutomata,bollu/cellularAutomata,https://github.com/bollu/cellularAutomata,https://github.com/bollu/cellularAutomata,BSD-3-Clause,2016-02-11 14:06:20,2019-05-28 10:41:53,2019-05-28 10:41:52,43,,11.0,12.0,1.0,1.0,1.0,184,,,,,,a collection of cellular automata written in Haskell with Diagrams.,,,2.0,7,False,others,3.0,
140,awesome-open-ended,jennyzzt/awesome-open-ended,https://github.com/jennyzzt/awesome-open-ended,https://github.com/jennyzzt/awesome-open-ended,,2023-06-09 20:08:34,2024-09-30 14:58:58,2024-09-30 14:58:58,51,2.0,19.0,12.0,18.0,,,174,,,,,,Awesome Open-ended AI.,,,14.0,7,False,others,3.0,
141,fractal,Sohl-Dickstein/fractal,https://github.com/Sohl-Dickstein/fractal,https://github.com/Sohl-Dickstein/fractal,MIT,2024-02-09 04:25:12,2024-02-12 17:45:05,2024-02-12 17:45:05,18,,18.0,3.0,,,1.0,159,,,,,,The boundary of neural network trainability is fractal.,,,,7,False,others,3.0,
142,ELM,OpenDriveLab/ELM,https://github.com/OpenDriveLab/ELM,https://github.com/OpenDriveLab/ELM,,2024-02-22 21:50:05,2024-09-02 08:47:05,2024-09-02 08:47:05,51,3.0,10.0,10.0,1.0,5.0,13.0,139,,,,,,[ECCV 2024] Embodied Understanding of Driving Scenarios.,,,6.0,7,False,others,3.0,
143,LLM4Opt,FeiLiu36/LLM4Opt,https://github.com/FeiLiu36/LLM4Opt,https://github.com/FeiLiu36/LLM4Opt,,2024-03-13 06:12:27,2024-09-21 10:56:01,2024-09-21 10:56:01,95,17.0,13.0,2.0,3.0,,4.0,123,,,,,,A Collection on Large Language Models for Optimization.,,,4.0,7,False,others,3.0,
144,evogym-design-tool,EvolutionGym/evogym-design-tool,https://github.com/EvolutionGym/evogym-design-tool,https://github.com/EvolutionGym/evogym-design-tool,MIT,2021-09-09 03:04:08,2023-06-02 23:19:40,2022-01-30 19:07:24,26,,10.0,9.0,2.0,3.0,2.0,100,,,,,,Design tool for creating Evolution Gym environments.,,,3.0,7,False,others,3.0,
145,how-to-autorl,facebookresearch/how-to-autorl,https://github.com/facebookresearch/how-to-autorl,https://github.com/facebookresearch/how-to-autorl,Apache-2.0,2023-02-07 10:21:08,2023-11-27 09:24:01,2023-09-14 19:49:04,14,,11.0,3.0,19.0,4.0,,67,,,,,,Plug-and-play hydra sweepers for the EA-based multifidelity method DEHB and several population-based training..,,,4.0,7,False,others,3.0,
146,qbso-fs,amineremache/qbso-fs,https://github.com/amineremache/qbso-fs,https://github.com/amineremache/qbso-fs,MIT,2018-11-07 20:35:45,2020-03-30 09:47:03,2020-03-30 09:46:50,58,,17.0,5.0,,1.0,2.0,56,,,,,,Python implementation of QBSO-FS : a Reinforcement Learning based Bee Swarm Optimization metaheuristic for Feature..,,,,7,False,others,3.0,
147,evolvingrl,jcoreyes/evolvingrl,https://github.com/jcoreyes/evolvingrl,https://github.com/jcoreyes/evolvingrl,MIT,2021-03-15 19:14:28,2021-03-15 19:20:02,2021-03-15 19:20:02,5,,6.0,4.0,,1.0,,46,,,,,,Supplementary Data for Evolving Reinforcement Learning Algorithms.,,,,7,False,others,3.0,
148,neuroevobench,neuroevobench/neuroevobench,https://github.com/neuroevobench/neuroevobench,https://github.com/neuroevobench/neuroevobench,Apache-2.0,2022-03-02 18:07:45,2023-11-05 00:43:18,2023-11-05 00:43:14,70,,1.0,3.0,,,,36,2023-06-12 14:37:12,.0.0.1,,,1.0,Neuroevolution Benchmark in JAX.,2.0,2.0,,7,False,others,3.0,
149,Data_Driven_Symbolic_Regression,sayin/Data_Driven_Symbolic_Regression,https://github.com/sayin/Data_Driven_Symbolic_Regression,https://github.com/sayin/Data_Driven_Symbolic_Regression,GPL-3.0,2019-12-12 16:48:58,2021-02-10 17:45:09,2021-02-10 17:45:08,52,,14.0,4.0,,2.0,,35,,,,,,Interpretable machine learning (symbolic regression) using Genetic programming/Gene expression programming and Sparse..,,,,7,False,others,3.0,
150,agenthive,facebookresearch/agenthive,https://github.com/facebookresearch/agenthive,https://github.com/facebookresearch/agenthive,,2022-12-20 10:00:42,2024-01-12 08:24:27,2023-11-24 22:26:48,197,,4.0,14.0,13.0,9.0,4.0,31,,,,,,AgentHive provides the primitives and helpers for a seamless usage of robohive within TorchRL.,,,7.0,7,False,others,3.0,
151,innovation-engine,Evolving-AI-Lab/innovation-engine,https://github.com/Evolving-AI-Lab/innovation-engine,https://github.com/Evolving-AI-Lab/innovation-engine,MIT,2015-09-16 05:27:02,2017-07-30 06:44:20,2017-07-30 06:44:19,15,,8.0,6.0,,1.0,,29,,,,,,Code base for Innovation Engines GECCO 2015 paper.,,,,7,False,others,3.0,
152,PAPA,SamsungSAILMontreal/PAPA,https://github.com/SamsungSAILMontreal/PAPA,https://github.com/SamsungSAILMontreal/PAPA,MIT,2023-04-06 13:47:22,2024-04-11 16:57:48,2024-04-11 16:57:48,17,,3.0,3.0,,,,26,,,,,,Repository for the PopulAtion Parameter Averaging (PAPA) paper.,,,,7,False,others,3.0,
153,brainmagick,facebookresearch/brainmagick,https://github.com/facebookresearch/brainmagick,https://github.com/facebookresearch/brainmagick,,2023-06-19 13:27:30,2024-03-12 17:49:40,2024-03-12 17:49:40,6,,58.0,15.0,3.0,,4.0,396,,,,,,Training and evaluation pipeline for MEG and EEG brain signal encoding and decoding using deep learning. Code for our..,,,2.0,6,False,others,3.0,
154,ai-car-simulation,NeuralNine/ai-car-simulation,https://github.com/NeuralNine/ai-car-simulation,https://github.com/NeuralNine/ai-car-simulation,,2021-02-02 19:33:04,2024-06-03 20:39:10,2021-02-18 10:37:38,4,,139.0,5.0,3.0,9.0,1.0,257,,,,,,"A simple self-driving AI car game, which uses NEAT.",,,,6,False,others,3.0,
155,Evolutionary-Reinforcement-Learning,ShawK91/Evolutionary-Reinforcement-Learning,https://github.com/ShawK91/Evolutionary-Reinforcement-Learning,https://github.com/ShawK91/Evolutionary-Reinforcement-Learning,,2018-10-19 23:38:05,2020-09-13 22:26:13,2020-09-13 22:25:50,14,,59.0,5.0,,3.0,1.0,213,,,,,,Codebase for Evolutionary Reinforcement Learning (ERL) from the paper Evolution-Guided Policy Gradients in..,,,,6,False,others,3.0,
156,ReConcile,dinobby/ReConcile,https://github.com/dinobby/ReConcile,https://github.com/dinobby/ReConcile,MIT,2023-09-24 22:21:37,2023-10-03 15:09:54,2023-09-26 03:15:36,5,,13.0,3.0,2.0,2.0,1.0,168,,,,,,,,,,6,False,others,3.0,
157,Python_Benchmark_Test_Optimization_Function_Single_Objective,AxelThevenot/Python_Benchmark_Test_Optimization_Function_Single_Objective,https://github.com/AxelThevenot/Python_Benchmark_Test_Optimization_Function_Single_Objective,https://github.com/AxelThevenot/Python_Benchmark_Test_Optimization_Function_Single_Objective,MIT,2020-12-31 14:10:42,2023-01-20 21:30:19,2023-01-20 21:30:19,16,,29.0,2.0,2.0,10.0,,79,,,,,,,,,3.0,6,False,others,3.0,
158,poppy,instadeepai/poppy,https://github.com/instadeepai/poppy,https://github.com/instadeepai/poppy,Apache-2.0,2022-09-29 11:55:46,2024-02-12 18:36:36,2024-02-12 17:42:13,1,,10.0,7.0,,,,65,,,,,,Population-Based Reinforcement Learning for Combinatorial Optimization.,,,,6,False,others,3.0,
159,MacGyver,allenai/MacGyver,https://github.com/allenai/MacGyver,https://github.com/allenai/MacGyver,Apache-2.0,2024-03-13 23:24:10,2024-03-26 21:16:22,2024-03-26 21:16:19,14,,3.0,3.0,,2.0,,21,,,,,,Code and Data for the NAACL 24 paper: MacGyver: Are Large Language Models Creative Problem Solvers?.,,,2.0,6,False,others,3.0,
160,lwm,princeton-nlp/lwm,https://github.com/princeton-nlp/lwm,https://github.com/princeton-nlp/lwm,GPL-3.0,2024-01-17 21:48:17,2024-02-10 02:53:57,2024-02-10 02:53:57,27,,3.0,8.0,,3.0,,18,,,,,,We develop world models that can be adapted with natural language. Intergrating these models into artificial agents..,,,7.0,6,False,others,3.0,
161,ngc-museum,NACLab/ngc-museum,https://github.com/NACLab/ngc-museum,https://github.com/NACLab/ngc-museum,BSD-3-Clause,2024-03-30 05:03:52,2024-08-07 03:57:54,2024-07-04 22:53:35,129,,1.0,2.0,5.0,,,10,,,,,,NGC Museum: Biomimetic Credit Assignment and Brain-Inspired Computing with NGC-Learn.,,,4.0,6,False,others,3.0,
162,ai-car-preference-learning,llama887/ai-car-preference-learning,https://github.com/llama887/ai-car-preference-learning,https://github.com/llama887/ai-car-preference-learning,,2024-05-20 19:02:16,2024-10-09 06:54:17,2024-08-01 15:09:28,151,10.0,,,5.0,,,5,,,,,,"A simple self-driving AI car game, which uses NEAT augmented for preference learning research.",,,3.0,6,False,others,3.0,
163,alife_social,ALife-Newsletter/alife_social,https://github.com/ALife-Newsletter/alife_social,https://github.com/ALife-Newsletter/alife_social,,2024-06-10 00:59:38,2024-09-05 15:30:10,2024-09-05 15:30:10,66,56.0,4.0,1.0,5.0,1.0,,4,,,,,,Places where to find fellow alifers.,,,9.0,6,False,others,3.0,
164,HebbianMetaLearning,enajx/HebbianMetaLearning,https://github.com/enajx/HebbianMetaLearning,https://github.com/enajx/HebbianMetaLearning,,2020-06-13 10:00:21,2021-07-28 17:53:31,2021-07-28 17:53:31,19,,22.0,1.0,,,7.0,130,,,,,,Meta-Learning through Hebbian Plasticity in Random Networks: https://arxiv.org/abs/2007.02686.,,,,5,False,others,3.0,
165,Evocraft-py,real-itu/Evocraft-py,https://github.com/real-itu/Evocraft-py,https://github.com/real-itu/Evocraft-py,,2020-12-04 12:33:37,2022-07-08 09:02:56,2022-07-08 09:02:56,17,,16.0,8.0,2.0,2.0,4.0,123,,,,,,A Python interface for Minecraft built on gRPC.,,,4.0,5,False,others,3.0,
166,Pruner-Zero,pprp/Pruner-Zero,https://github.com/pprp/Pruner-Zero,https://github.com/pprp/Pruner-Zero,MIT,2024-05-28 08:47:09,2024-06-14 01:36:09,2024-06-14 01:36:09,10,,5.0,4.0,,4.0,2.0,69,,,,,,Pruner-Zero: Evolving Symbolic Pruning Metric from scratch for LLMs.,,,,5,False,others,3.0,-3.0
167,population-based-training,angusfung/population-based-training,https://github.com/angusfung/population-based-training,https://github.com/angusfung/population-based-training,,2018-03-20 02:34:02,2018-09-21 01:09:20,2018-09-21 01:09:19,83,,8.0,2.0,,2.0,,56,,,,,,Reproducing results from DeepMinds paper on Population Based Training of Neural Networks.,,,,5,False,others,3.0,
168,intelligent-go-explore,conglu1997/intelligent-go-explore,https://github.com/conglu1997/intelligent-go-explore,https://github.com/conglu1997/intelligent-go-explore,MIT,2024-05-27 09:25:20,2024-06-07 07:40:59,2024-06-07 07:40:59,4,,1.0,3.0,,1.0,,42,,,,,,Intelligent Go-Explore: Standing on the Shoulders of Giant Foundation Models.,,,,5,False,others,3.0,
169,esac,karush17/esac,https://github.com/karush17/esac,https://github.com/karush17/esac,MIT,2020-03-19 04:50:48,2024-07-25 10:59:00,2023-10-20 17:07:14,1,,5.0,9.0,2.0,,6.0,39,2020-06-29 03:04:28,1,6.0,0.0,1.0,Evolution-based Soft Actor-Critic (ESAC).,,,,5,False,others,3.0,
170,curiousreplay,AutonomousAgentsLab/curiousreplay,https://github.com/AutonomousAgentsLab/curiousreplay,https://github.com/AutonomousAgentsLab/curiousreplay,MIT,2023-05-04 23:08:34,2023-07-05 15:06:05,2023-07-05 15:06:05,7,,1.0,5.0,,,1.0,36,,,,,,Implementations of Curious Replay for model-based adaptation.,,,,5,False,others,3.0,
171,choreographer,mazpie/choreographer,https://github.com/mazpie/choreographer,https://github.com/mazpie/choreographer,MIT,2023-02-22 00:15:22,2024-06-18 13:42:28,2024-06-18 13:42:28,2,,5.0,1.0,,1.0,,34,,,,,,"[ICLR 2023] Choreographer: a model-based agent that discovers and learns unsupervised skills in latent imagination,..",,,,5,False,others,3.0,
172,emergent_communication_at_scale,google-deepmind/emergent_communication_at_scale,https://github.com/google-deepmind/emergent_communication_at_scale,https://github.com/google-deepmind/emergent_communication_at_scale,Apache-2.0,2022-03-14 10:48:31,2024-07-30 21:41:17,2022-03-28 08:06:25,3,,6.0,4.0,1.0,3.0,1.0,33,,,,,,,,,,5,False,others,3.0,
173,james,hdbeukel/james,https://github.com/hdbeukel/james,https://github.com/hdbeukel/james,,2014-01-20 14:34:15,2022-07-07 19:32:12,2016-08-16 09:29:57,865,,5.0,10.0,1.0,1.0,1.0,30,2016-08-16 08:11:29,1.2,116.0,0.0,5.0,A JAva MEtaheuristics Search framework.,,,2.0,5,False,others,3.0,
174,mastering-urlb,mazpie/mastering-urlb,https://github.com/mazpie/mastering-urlb,https://github.com/mazpie/mastering-urlb,MIT,2023-07-11 08:58:00,2024-02-27 22:29:49,2024-02-27 22:29:49,6,,6.0,2.0,1.0,,3.0,30,,,,,,"[ICML 2023] Pre-train world model-based agents with different unsupervised strategies, fine-tune the agents components..",,,2.0,5,False,others,3.0,
175,CMA-ES_with_Margin,EvoConJP/CMA-ES_with_Margin,https://github.com/EvoConJP/CMA-ES_with_Margin,https://github.com/EvoConJP/CMA-ES_with_Margin,MIT,2022-04-21 05:05:13,2024-03-20 05:43:12,2023-06-09 18:17:56,17,,1.0,3.0,1.0,,,28,,,,,,(GECCO 2022) CMA-ES with Margin: Lower-Bounding Marginal Probability for Mixed-Integer Black-Box Optimization.,,,2.0,5,False,others,3.0,
176,groove,EmptyJackson/groove,https://github.com/EmptyJackson/groove,https://github.com/EmptyJackson/groove,Apache-2.0,2023-10-04 12:03:10,2024-06-28 10:30:00,2024-06-28 10:29:58,20,,4.0,4.0,1.0,,1.0,22,,,,,,Official implementation of the NeurIPS 2023 paper Discovering General Reinforcement Learning Algorithms with..,,,2.0,5,False,others,3.0,
177,dpop7,Evolutionary-Intelligence/dpop7,https://github.com/Evolutionary-Intelligence/dpop7,https://github.com/Evolutionary-Intelligence/dpop7,GPL-3.0,2023-08-03 00:21:03,2024-02-23 12:50:28,2024-02-23 12:50:28,206,,1.0,2.0,,,,19,,,,,,A ray-based library of Distributed POPulation-based OPtimization for Large-Scale Black-Box Optimization.,,,,5,False,others,3.0,
178,PCGNN,Michael-Beukman/PCGNN,https://github.com/Michael-Beukman/PCGNN,https://github.com/Michael-Beukman/PCGNN,MIT,2021-10-17 06:44:28,2022-10-04 11:25:15,2022-10-04 11:25:15,43,,,1.0,,,,14,,,,,,Combining NEAT and novelty search to quickly generate diverse video game levels (GECCO 2022)...,,,,5,False,others,3.0,
179,EvoSOPS,DaymudeLab/EvoSOPS,https://github.com/DaymudeLab/EvoSOPS,https://github.com/DaymudeLab/EvoSOPS,MIT,2022-10-22 02:45:49,2024-06-05 11:36:30,2024-06-05 11:36:16,52,,,2.0,6.0,2.0,5.0,6,,,,,,A genetic algorithm for discovering diverse and high performing distributed algorithms for collective behavior in..,,,,5,False,others,3.0,
180,poprank,poprl/poprank,https://github.com/poprl/poprank,https://github.com/poprl/poprank,MIT,2023-03-24 17:22:12,2024-04-09 02:59:55,2024-04-09 02:59:53,201,,1.0,2.0,17.0,1.0,,5,,,,,1.0,,,,4.0,5,False,others,3.0,
181,model-evolution,duguodong7/model-evolution,https://github.com/duguodong7/model-evolution,https://github.com/duguodong7/model-evolution,Apache-2.0,2024-06-04 03:20:41,2024-09-19 12:34:15,2024-09-19 12:34:15,9,3.0,,,,,,4,,,,,,[ACL 2024] Knowledge Fusion by Evolving Weights of Language Models.,,,,5,False,others,3.0,
182,platonic-rep,minyoungg/platonic-rep,https://github.com/minyoungg/platonic-rep,https://github.com/minyoungg/platonic-rep,,2024-05-11 23:54:18,2024-07-29 20:50:40,2024-07-29 20:50:27,32,1.0,27.0,12.0,,7.0,2.0,439,,,,,,,,,3.0,4,False,others,3.0,-3.0
183,EvoPrompt,beeevita/EvoPrompt,https://github.com/beeevita/EvoPrompt,https://github.com/beeevita/EvoPrompt,,2023-10-11 04:08:41,2024-05-29 03:59:28,2024-05-29 03:59:28,20,,15.0,1.0,,,10.0,98,,,,,,Official implementation of the paper Connecting Large Language Models with Evolutionary Algorithms Yields Powerful..,,,,4,False,others,3.0,
184,ENVISIONS,xufangzhi/ENVISIONS,https://github.com/xufangzhi/ENVISIONS,https://github.com/xufangzhi/ENVISIONS,,2024-04-28 06:05:22,2024-07-23 07:00:00,2024-07-23 07:00:00,58,5.0,3.0,2.0,1.0,,4.0,97,,,,,,A Neural-Symbolic Self-Training Framework.,,,2.0,4,False,others,3.0,
185,evoagent,siyuyuan/evoagent,https://github.com/siyuyuan/evoagent,https://github.com/siyuyuan/evoagent,,2024-05-15 07:06:18,2024-10-06 15:22:19,2024-10-06 15:21:50,29,2.0,9.0,5.0,,,2.0,73,,,,,,Resources for our paper: EvoAgent: Towards Automatic Multi-Agent Generation via Evolutionary Algorithms.,,,,4,False,others,3.0,-3.0
186,generative-ui-playbook,gordonbrander/generative-ui-playbook,https://github.com/gordonbrander/generative-ui-playbook,https://github.com/gordonbrander/generative-ui-playbook,CC-BY-4.0,2024-04-24 14:09:23,2024-05-21 14:54:44,2024-05-21 14:54:43,32,,2.0,5.0,1.0,,,70,,,,,,,,,2.0,4,False,others,3.0,
187,PHUDGE,deshwalmahesh/PHUDGE,https://github.com/deshwalmahesh/PHUDGE,https://github.com/deshwalmahesh/PHUDGE,,2024-05-11 08:23:56,2024-07-10 19:26:39,2024-07-10 19:26:39,30,,7.0,1.0,,1.0,,48,,,,,,"Official repo for the paper PHUDGE: Phi-3 as Scalable Judge. Evaluate your LLMs with or without custom rubric,..",,,,4,False,others,3.0,
188,awesome-genetic-programming,hengzhe-zhang/awesome-genetic-programming,https://github.com/hengzhe-zhang/awesome-genetic-programming,https://github.com/hengzhe-zhang/awesome-genetic-programming,,2022-05-24 11:03:08,2024-04-08 13:04:15,2024-04-08 13:04:15,10,,6.0,2.0,,,4.0,46,,,,,,A curated list of resources for genetic programming.,,,,4,False,others,3.0,
189,Primordia,Chakazul/Primordia,https://github.com/Chakazul/Primordia,https://github.com/Chakazul/Primordia,,2018-11-29 02:24:50,2018-12-27 10:00:32,2018-12-27 10:00:31,5,,6.0,1.0,,,,27,,,,,,Conways Game of Life with multiple states. A precursor of Lenia.,,,,4,False,others,3.0,
190,HarmonyDream,thuml/HarmonyDream,https://github.com/thuml/HarmonyDream,https://github.com/thuml/HarmonyDream,MIT,2024-06-04 02:45:20,2024-06-27 05:30:00,2024-06-27 05:30:00,5,,,6.0,,,,24,,,,,,"Code release for HarmonyDream: Task Harmonization Inside World Models (ICML 2024), https://arxiv.org/abs/2310.00344.",,,2.0,4,False,others,3.0,
191,ControllingBehavioralDiversity,proroklab/ControllingBehavioralDiversity,https://github.com/proroklab/ControllingBehavioralDiversity,https://github.com/proroklab/ControllingBehavioralDiversity,,2023-06-22 09:26:17,2024-09-27 10:39:25,2024-05-25 14:14:50,5,,1.0,3.0,,1.0,,13,,,,,,"This repository contains the code for Diversity Control (DiCo), a novel method to constrain behavioral diversity in..",,,,4,False,others,3.0,
192,QDAC,adaptive-intelligent-robotics/QDAC,https://github.com/adaptive-intelligent-robotics/QDAC,https://github.com/adaptive-intelligent-robotics/QDAC,MIT,2024-05-21 04:50:10,2024-06-16 13:10:39,2024-06-16 13:10:32,3,,1.0,3.0,,,,12,,,,,,Repository for Quality-Diversity Actor-Critic: Learning High-Performing and Diverse Behaviors via Value and Successor..,,,,4,False,others,3.0,
193,synthpop,joelnmdyer/synthpop,https://github.com/joelnmdyer/synthpop,https://github.com/joelnmdyer/synthpop,MIT,2023-08-08 10:37:50,2024-02-07 10:33:40,2024-02-07 10:33:36,37,,1.0,1.0,,,1.0,8,2024-02-07 10:16:13,1.0.0,,,1.0,Populating agent-based models with agents who give rise to dynamics and scenarios of interest.,,,2.0,4,False,others,3.0,
194,cmoea,Evolving-AI-Lab/cmoea,https://github.com/Evolving-AI-Lab/cmoea,https://github.com/Evolving-AI-Lab/cmoea,MIT,2018-07-10 01:58:03,2018-07-11 02:18:54,2018-07-11 02:18:54,7,,,4.0,,,,7,,,,,,The source code of the CMOEA module.,,,2.0,4,False,others,3.0,
195,aevo,atomisticnet/aevo,https://github.com/atomisticnet/aevo,https://github.com/atomisticnet/aevo,MPL-2.0,2020-05-30 01:56:32,2020-05-30 23:27:17,2020-05-30 23:27:09,17,,1.0,3.0,,,,7,,,,,,Atomistic Evolution.,,,2.0,4,False,others,3.0,
196,Genetic_Algorithm,AxelThevenot/Genetic_Algorithm,https://github.com/AxelThevenot/Genetic_Algorithm,https://github.com/AxelThevenot/Genetic_Algorithm,MIT,2019-03-06 18:01:09,2019-03-20 15:26:34,2019-03-20 15:26:33,32,,1.0,2.0,,,,5,,,,,,,,,,4,False,others,3.0,
197,DenseFusion,baaivision/DenseFusion,https://github.com/baaivision/DenseFusion,https://github.com/baaivision/DenseFusion,,2024-07-05 04:12:23,2024-09-27 05:14:33,2024-09-27 05:14:33,8,3.0,1.0,4.0,,,4.0,114,,,,,,DenseFusion-1M: Merging Vision Experts for Comprehensive Multimodal Perception.,,,2.0,3,False,others,3.0,
198,bgpbt,xingchenwan/bgpbt,https://github.com/xingchenwan/bgpbt,https://github.com/xingchenwan/bgpbt,,2022-06-22 00:24:34,2022-09-16 10:31:57,2022-09-16 10:30:58,13,,5.0,1.0,,1.0,,26,,,,,,[AutoML22] Bayesian Generational Population-based Training (BG-PBT).,,,2.0,3,False,others,3.0,
199,MAZero,liuqh16/MAZero,https://github.com/liuqh16/MAZero,https://github.com/liuqh16/MAZero,GPL-3.0,2024-03-15 04:39:04,2024-05-08 21:14:53,2024-05-08 21:14:21,2,,2.0,4.0,,1.0,,14,,,,,,"Open-source codebase for MAZero, from Efficient Multi-agent Reinforcement Learning by Planning at ICLR 2024.",,,,3,False,others,3.0,
200,Leniabreeder,maxencefaldor/Leniabreeder,https://github.com/maxencefaldor/Leniabreeder,https://github.com/maxencefaldor/Leniabreeder,MIT,2024-05-31 08:55:32,2024-07-13 23:09:18,2024-07-13 23:08:25,11,3.0,1.0,1.0,,,,14,,,,,,Repository for Toward Artificial Open-Ended Evolution within Lenia using Quality-Diversity (ALIFE 2024).,,,,3,False,others,3.0,
201,Evolved-Model-Agnostic-Loss,Decadz/Evolved-Model-Agnostic-Loss,https://github.com/Decadz/Evolved-Model-Agnostic-Loss,https://github.com/Decadz/Evolved-Model-Agnostic-Loss,MIT,2022-07-19 03:31:48,2024-08-05 02:38:05,2024-08-05 02:38:05,18,2.0,,2.0,,,1.0,12,,,,,,PyTorch code for the EvoMAL algorithm presented in Learning Symbolic Model-Agnostic Loss Functions via Meta-Learning..,,,,3,False,others,3.0,
202,hebo_on_bbob,dimitri-rusin/hebo_on_bbob,https://github.com/dimitri-rusin/hebo_on_bbob,https://github.com/dimitri-rusin/hebo_on_bbob,,2023-11-16 14:54:04,2023-11-20 15:39:40,2023-11-15 15:54:46,179,,,1.0,,,,6,,,,,,,,,18.0,3,False,others,3.0,
203,ES,enajx/ES,https://github.com/enajx/ES,https://github.com/enajx/ES,,2020-09-18 15:07:32,2021-01-10 16:04:41,2021-01-10 16:04:36,21,,2.0,1.0,,,,5,,,,,,Evolution Strategy (ES) implementation of https://arxiv.org/abs/1703.03864.,,,,3,False,others,3.0,
204,Bio-ANN,NeurAI-Lab/Bio-ANN,https://github.com/NeurAI-Lab/Bio-ANN,https://github.com/NeurAI-Lab/Bio-ANN,MIT,2023-04-13 14:39:52,2023-10-11 14:06:17,2023-10-11 14:06:17,6,,,2.0,,,,5,,,,,,The official repository for TMLR paper A Study of Biologically Plausible Neural Network: The Role and Interactions of..,,,2.0,3,False,others,3.0,
205,HyperNCA,enajx/HyperNCA,https://github.com/enajx/HyperNCA,https://github.com/enajx/HyperNCA,,2022-02-24 17:51:39,2022-04-27 16:43:41,2022-04-27 16:43:41,10,,1.0,1.0,,,,34,,,,,,,,,,2,False,others,3.0,
206,lux-open,hanmochen/lux-open,https://github.com/hanmochen/lux-open,https://github.com/hanmochen/lux-open,,2022-10-31 07:52:37,2023-01-09 13:22:13,2023-01-09 13:21:48,2,,5.0,1.0,,,,24,,,,,,Emergent collective intelligence from massive-agent cooperation and competition.,,,2.0,2,False,others,3.0,
207,spotlight_hardware_designs,facebookresearch/spotlight_hardware_designs,https://github.com/facebookresearch/spotlight_hardware_designs,https://github.com/facebookresearch/spotlight_hardware_designs,CC-BY-4.0,2022-09-14 19:51:12,2023-03-23 22:04:39,2023-03-23 22:04:39,2,,1.0,10.0,2.0,,,13,,,,,,Partial set of hardware designs for a Meta-developed brain computer interface (BCI) research prototype system..,,,2.0,2,False,others,3.0,
208,warehouse_env_gen_nca_public,lunjohnzhang/warehouse_env_gen_nca_public,https://github.com/lunjohnzhang/warehouse_env_gen_nca_public,https://github.com/lunjohnzhang/warehouse_env_gen_nca_public,,2023-10-25 07:32:04,2023-10-31 04:34:57,2023-10-31 04:34:56,13,,1.0,1.0,,1.0,,9,,,,,,"Official implementation of the paper Arbitrarily Scalable Environment Generators via Neural Cellular Automata,..",,,,2,False,others,3.0,
209,MetaMetaLearning,ThomasMiconi/MetaMetaLearning,https://github.com/ThomasMiconi/MetaMetaLearning,https://github.com/ThomasMiconi/MetaMetaLearning,,2022-02-09 02:20:56,2022-09-01 22:52:19,2022-09-01 22:52:19,11,,2.0,2.0,,,,8,,,,,,Evolve plastic networks to be able to automatically acquire novel cognitive (meta-learning) tasks.,,,,2,False,others,3.0,
210,moe-routing,ilyalasy/moe-routing,https://github.com/ilyalasy/moe-routing,https://github.com/ilyalasy/moe-routing,,2024-02-27 13:00:01,2024-03-22 12:13:25,2024-03-22 12:13:23,31,,,1.0,,,,8,,,,,,Analysis of token routing for different implementations of Mixture of Experts.,,,2.0,2,False,others,3.0,
211,Evaluate-n-Model-Social-Intelligence,bigai-ai/Evaluate-n-Model-Social-Intelligence,https://github.com/bigai-ai/Evaluate-n-Model-Social-Intelligence,https://github.com/bigai-ai/Evaluate-n-Model-Social-Intelligence,MIT,2024-05-20 07:44:54,2024-05-20 08:02:35,2024-05-20 07:48:05,1,,2.0,7.0,,,,5,,,,,,,,,,2,False,others,3.0,
212,KAN-EA,hhyqhh/KAN-EA,https://github.com/hhyqhh/KAN-EA,https://github.com/hhyqhh/KAN-EA,,2024-05-24 14:42:40,2024-05-28 02:51:06,2024-05-28 02:26:01,6,,6.0,1.0,,,,16,,,,,,,,,,1,False,others,3.0,
213,es-lottery,RobertTLange/es-lottery,https://github.com/RobertTLange/es-lottery,https://github.com/RobertTLange/es-lottery,,2022-12-02 15:58:46,2023-06-02 08:11:43,2023-06-02 08:11:33,2,,2.0,2.0,,,,13,,,,,,"Lottery Tickets in Evolutionary Optimization (Lange & Sprekeler, ICML 2023).",,,,1,False,others,3.0,
214,LearningToLearnCogTasks,ThomasMiconi/LearningToLearnCogTasks,https://github.com/ThomasMiconi/LearningToLearnCogTasks,https://github.com/ThomasMiconi/LearningToLearnCogTasks,,2023-05-26 16:14:43,2023-06-03 22:11:33,2023-06-03 22:11:33,8,,1.0,2.0,,,,9,,,,,,"Code for the ICML 2023 paper Learning to acquire novel cognitive tasks with evolution, plasticity and meta-meta-..",,,2.0,1,False,others,3.0,
215,procgen_autorl,jparkerholder/procgen_autorl,https://github.com/jparkerholder/procgen_autorl,https://github.com/jparkerholder/procgen_autorl,,2021-10-17 08:43:56,2021-12-13 10:55:00,2021-12-13 10:55:00,4,,1.0,1.0,,,,6,,,,,,,,,,1,False,others,3.0,
